CODE_UAI;NUM_SIRET;CODE_ACADEMIE;ACADEMIE;DEPARTEMENT;SIGLE_UAI;NATURE_UAI;PATRONYME;NOM_ETABLISSEMENT;STATUT;CONTRAT_ETABLISSEMENT;ADRESSE_POSTALE;CODE_POSTAL;CODE_INSEE;COMMUNE;TELEPHONE;FAX;SITE_WEB;MAIL;MINISTERE_TUTELLE;INTERNAT;ANNEE_CONSTRUCTION;DATE_MAJ;GEO
0750463W;19750463200013;001;Paris;75;LPO;lycée polyvalent;LUCAS-DE-NEHOU;Ecole du Verre de Paris - Lucas de Nehou Lycée Polyvalent des Métiers d'Art;public;;4 rue des Feuillantines;75005;75105;Paris 5e Arrondissement;0156812590;0156812595;https://www.ac-paris.fr/serail/jcms/s1_1879563/fr/cfa;ce.0750463W@ac-paris.fr;Éducation nationale;;1880;2026-03-12;48.841496988667906, 2.3430363196319313
0782540M;19782540900018;025;Versailles;78;LPO;lycée polyvalent;JEAN-ROSTAND;Lycée polyvalent Jean Rostand;public;;66 rue Fernand Bodet;78200;78361;Mantes-la-Jolie;0130940921;0130334450;http://www.lyc-rostand-mantes.ac-versailles.fr/;ce.0782540M@ac-versailles.fr;Éducation nationale;;1967;2026-03-12;48.997956370212556, 1.6966592625740586
0750677D;19750677700014;001;Paris;75;LPO;lycée polyvalent;ELISA-LEMONNIER;Lycée polyvalent Elisa Lemonnier;public;;20 avenue Armand Rousseau;75012;75112;Paris 12e Arrondissement;0143458221;0143454499;http://www.elisa-lemonnier.fr/;ce.0750677D@ac-paris.fr;Éducation nationale;;;2026-03-12;48.83662726267463, 2.40950407477151
0940122X;19940122500016;024;Créteil;94;LPO;lycée polyvalent;CONDORCET;Lycée polyvalent Condorcet;public;;1 avenue Condorcet;94214;94068;Saint-Maur-des-Fossés;0149761576;;http://www.lycee-condorcet.com/p/index.html;ce.0940122X@ac-creteil.fr;Éducation nationale;;1990;2026-03-12;48.795848462976586, 2.5119401789125138
0941930M;19941930000025;024;Créteil;94;LPO;lycée polyvalent;GUTENBERG;Lycée polyvalent Gutenberg;public;;16 rue de Saussure;94000;94028;Créteil;0145132680;;http://lycee-gutenberg-creteil.fr/;ce.0941930M@ac-creteil.fr;Éducation nationale;;1992;2026-03-12;48.76974261722545, 2.4711703520991506
0940119U;19940119100010;024;Créteil;94;LPO;lycée polyvalent;PAUL-DOUMER;Lycée polyvalent Paul Doumer;public;;2 rue PAUL DOUMER;94170;94058;Le Perreux-sur-Marne;0143240580;0148714164;http://www.lyceepauldoumer94.fr/;ce.0940119U@ac-creteil.fr;Éducation nationale;;1937;2026-01-23;48.833681465754296, 2.508872238357299
0932120Z;19932120900017;024;Créteil;93;LPO;lycée polyvalent;HENRI-SELLIER;Lycée polyvalent Henri Sellier;public;;73 avenue DU COLONEL FABIEN;93190;93046;Livry-Gargan;0141707150;0141707155;http://www.lycee-henri-sellier.fr/;ce.0932120Z@ac-creteil.fr;Éducation nationale;;1970;2026-03-12;48.91828460658835, 2.5160126332917607
0772228D;19772228300011;024;Créteil;77;LPO;lycée polyvalent;CHARLES-DE-GAULLE;Lycée polyvalent Charles de Gaulle;public;;6 place JEAN MERMOZ;77230;77259;Longperrier;0176603520;0164025654;http://cdg-longperrier.fr/;ce.0772228D@ac-creteil.fr;Éducation nationale;;1989;2026-03-12;49.048625372566065, 2.668843018556321
0921625S;19921625000019;025;Versailles;92;LP LYC METIER;lycée professionnel;PAUL-PAINLEVÉ;Lycée professionnel Paul Painlevé, lycée des métiers du commerce, de la communication et de la gestion;public;;5 rue de la Montagne;92400;92026;Courbevoie;0146919680;0146919685;http://www.lyc-painleve-courbevoie.ac-versailles.fr/;ce.0921625S@ac-versailles.fr;Éducation nationale;;1975;2026-03-12;48.895479600061066, 2.2589928425040298
0920171L;19920171600016;025;Versailles;92;LP LYC METIER;lycée professionnel;LOUIS-BLÉRIOT;Lycée professionnel Louis Blériot, lycée des métiers des énergies;public;;67 rue de Verdun;92150;92073;Suresnes;0145062136;0140990229;http://www.lyc-bleriot-suresnes.ac-versailles.fr/;ce.0920171L@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.874293314835064, 2.2303926832131507
0931233K;19931233100010;024;Créteil;93;LP LYC METIER;lycée professionnel;JEAN-BAPTISTE-CLÉMENT;Lycée professionnel Jean-Baptiste Clément - Lycée des métiers de la vente et du commerce;public;;25 rue DES TROIS NOYERS;93220;93032;Gagny;0143025551;0143025863;http://www.jbc.free.fr/;ce.0931233K@ac-creteil.fr;Éducation nationale;;1970;2026-03-12;48.88765281024767, 2.54211943265557
0951090U;19951090000012;025;Versailles;95;LPO LYC METIER;lycée polyvalent;PIERRE-MENDÈS-FRANCE;Lycée polyvalent Pierre Mendès France, lycée des métiers de l'éco-construction et du bâtiment;public;;1 rue de Goussainville;95400;95680;Villiers-le-Bel;0134383100;0134383110;http://www.lyc-pmf-villiers.ac-versailles.fr/;ce.0951090U@ac-versailles.fr;Éducation nationale;;1976;2026-03-12;49.004577115607425, 2.4160461041635037
0750708M;1975070800012;001;Paris;75;LPO LYC METIER;lycée polyvalent;JEAN-DROUANT;Lycée Polyvalent Jean Drouant;public;;20 rue MEDERIC;75017;75117;Paris 17e Arrondissement;0156210101;0156210119;http://www.lyceejeandrouant.fr/;ce.0750708M@ac-paris.fr;Éducation nationale;;1936;2026-02-20;48.880752743914954, 2.3037489856625255
0783431F;19782599500016;025;Versailles;78;LPO LYC METIER;lycée polyvalent;JULES-VERNE;Lycée polyvalent Jules Verne, lycée des métiers de la sécurité, des arts et du spectacle;public;;2 rue de la Constituante;78500;78586;Sartrouville;0161041300;0161041329;http://www.lyc-verne-sartrouville.ac-versailles.fr/;ce.0783431F@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.94279676396546, 2.1602500827567113
0781839A;19781839600016;025;Versailles;78;LPO LYC METIER;lycée polyvalent;JEAN-MONNET;Lycée polyvalent Jean Monnet - Lycée des métiers de la relation client et de la gestion;public;;Place de l'Europe;78940;78513;La Queue-les-Yvelines;0134866670;0134866699;http://www.lyc-monnet-lqly.ac-versailles.fr/;ce.0781839A@ac-versailles.fr;Éducation nationale;;1988;2026-03-12;48.80231030919783, 1.7824014864829185
0772688D;20000302800038;024;Créteil;77;LPO LYC METIER;lycée polyvalent;ÉMILIE-DU-CHÂTELET;Lycée polyvalent Emilie du Châtelet - Lycée des métiers de l'hôtellerie et de la restauration;public;;35 cours du Danube;77700;77449;Serris;0164630636;;http://www.lycee-edc.com/;ce.0772688D@ac-creteil.fr;Éducation nationale;Oui;2010;2026-03-23;48.85680242516287, 2.778926580285108
0941972H;19941972200020;024;Créteil;94;LPO LYC METIER;lycée polyvalent;FERNAND-LÉGER;Lycée polyvalent Fernand Léger - Lycée des métiers de la maintenance et de l'après-vente automobiles;public;;15 avenue Henri Barbusse;94200;94041;Ivry-sur-Seine;0146701260;;http://www.lyceefleger.fr/;ce.0941972H@ac-creteil.fr;Éducation nationale;;1993;2026-03-12;48.80923063748388, 2.377952143775689
0932046U;19932046600014;024;Créteil;93;LPO LYC METIER;lycée polyvalent;LÉONARD-DE-VINCI;Lycée polyvalent Léonard de Vinci - Lycée des métiers du management, du transport et de la relation client;public;;115 route DES PETITS PONTS;93290;93073;Tremblay-en-France;0141511920;0148619967;http://lyc-vinci-tremblay-en-france.ac-creteil.fr/intranet/;ce.0932046U@ac-creteil.fr;Éducation nationale;;1991;2026-03-12;48.96688565446974, 2.5736285046437746
0755537L;31811157200042;001;Paris;75;LGT PR;lycée d'enseignement général et technologique;GROUPE-SCOLAIRE-ALLIANCE-RACHI;Lycée Privé RACHI;privé;lycée privé sous contrat Éducation nationale;2-6 rue Emile Borel;75017;75117;Paris 17e Arrondissement;0170087510;0158591549;http://www.gastontenoudji.fr/ecole;ce.0755537l@ac-paris.fr;Éducation nationale;;;2026-03-12;48.899405330130904, 2.32249811435184
0940822H;30861967500025;024;Créteil;94;LGT PR;lycée d'enseignement général et technologique;BATIMENT-ET-TRAVAUX-PUBLICS (Ledoux);Lycée général et technologique Claude-Nicolas Ledoux-EBTP;privé;lycée privé sous contrat Éducation nationale;30 rue de la Paix;94307;94080;Vincennes;0148081121;;;ce.0940822H@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.850012788351584, 2.431686502445798
0942354Y;78574059800053;024;Créteil;94;LGT PR;lycée d'enseignement général et technologique;ENSEMBLE-SAINTE-MARIE;LGT Ensemble Sainte Marie;privé;lycée privé sous contrat Éducation nationale;22 avenue de Verdun;94000;94028;Créteil;0145172170;;www.ensemblesaintemarie.fr;ce.0942354y@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.7945218364921, 2.462664279836746
0941232D;19941232100010;024;Créteil;94;LP;lycée professionnel;JEAN-MACÉ;Lycée professionnel Jean Macé;public;;103 rue Mirabeau;94600;94022;Choisy-le-Roi;0148909619;;https://lpjeanmace.wordpress.com/;ce.0941232D@ac-creteil.fr;Éducation nationale;;1971;2026-03-12;48.76366534654903, 2.4216977518899667
0911961M;19911961100010;025;Versailles;91;LGT;lycée d'enseignement général et technologique;EDMOND-MICHELET;Lycée général et technologique Edmond Michelet;public;;2 boulevard Abel Cornaton;91290;91021;Arpajon;0160839763;0160839818;http://www.lyc-michelet-arpajon.ac-versailles.fr/;ce.0911961M@ac-versailles.fr;Éducation nationale;;1991;2026-03-12;48.58644961019987, 2.246926963990742
0911577V;19911577500017;025;Versailles;91;LGT;lycée d'enseignement général et technologique;JACQUES-PRÉVERT;Lycée général et technologique Jacques Prévert;public;;23 rue Jules Ferry;91162;91345;Longjumeau;0169344187;0169346849;http://www.lyc-prevert-longjumeau.ac-versailles.fr/;ce.0911577V@ac-versailles.fr;Éducation nationale;;1977;2026-03-12;48.68660093974844, 2.2970263276882408
0750680G;19750680100012;001;Paris;75;LGT;lycée d'enseignement général et technologique;ARAGO;Lycée général et technologique Arago;public;;4 place DE LA NATION;75012;75112;Paris 12e Arrondissement;0143073740;0143078889;https://www.ac-paris.fr/serail/jcms/s1_1585845/fr/lycee-arago;ce.0750680G@ac-paris.fr;Éducation nationale;;1880;2026-01-21;48.847927308794425, 2.394315498648954
0781861Z;19781861000010;025;Versailles;78;LGT;lycée d'enseignement général et technologique;LOUIS-DE-BROGLIE;Lycée général et technologique Louis de Broglie;public;;1 avenue Jean Béranger;78160;78372;Marly-le-Roi;0139171616;0139171610;http://www.lyc-debroglie-marly.ac-versailles.fr/;ce.0781861Z@ac-versailles.fr;Éducation nationale;;1990;2026-03-12;48.86693362848491, 2.099036761422719
0930121B;19930121900010;024;Créteil;93;LGT;lycée d'enseignement général et technologique;JEAN-JAURÈS;Lycée enseignement général et technologique Jean Jaurès;public;;1 rue DOMBASLE;93105;93048;Montreuil;0142874984;0142876956;http://www.lyceejaures.levillage.org;ce.0930121B@ac-creteil.fr;Éducation nationale;;1964;2026-01-29;48.86361437262422, 2.449169863763747
0930122C;19930122700021;024;Créteil;93;LGT;lycée d'enseignement général et technologique;CONDORCET;Lycée général et technologique Condorcet;public;;31 rue DESIRE CHEVALIER;93105;93048;Montreuil;0148575063;0148571511;http://www.condorcet93.fr/;ce.0930122C@ac-creteil.fr;Éducation nationale;;1950;2026-01-14;48.85750093339525, 2.445528654993236
0771763Y;19771763000010;024;Créteil;77;LGT;lycée d'enseignement général et technologique;CHARLES-LE-CHAUVE;Lycée général et technologique Charles Le Chauve;public;;4 rue J. BODIN DE BOISMORTIER;77680;77390;Roissy-en-Brie;0160342020;0160342034;http://www.lyceecharleslechauve.eu/lycee/Bienvenue.html;ce.0771763Y@ac-creteil.fr;Éducation nationale;;1978;2026-01-27;48.79924111309776, 2.648171578531452
0750664P;19750664500013;001;Paris;75;LGT;lycée d'enseignement général et technologique;RACINE;Lycée général et technologique Racine;public;;20 rue DU ROCHER;75008;75108;Paris 8e Arrondissement;0145221151;0145226866;https://www.ac-paris.fr/serail/jcms/s1_1872677/fr/lycee-racine;ce.0750664P@ac-paris.fr;Éducation nationale;;1860;2026-01-25;48.8764506501621, 2.322300419725228
0772275E;37927877300013;024;Créteil;77;LPO PR;lycée polyvalent;MAURICE-RONDEAU;Lycée polyvalent privé Maurice Rondeau;privé;lycée privé sous contrat Éducation nationale;1 place du Clos Saint Georges;77600;77058;Bussy-Saint-Georges;0164660878;;;ce.0772275e@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.84183820722432, 2.7050059407288605
0750702F;19750702300012;001;Paris;75;LG;lycée d'enseignement général;JEAN-DE-LA-FONTAINE;Lycée général et technologique Jean de La Fontaine;public;;1 place DE LA PORTE MOLITOR;75016;75116;Paris 16e Arrondissement;0146511600;0146511840;https://www.ac-paris.fr/serail/jcms/p2_73053/fr/accueil;ce.0750702F@ac-paris.fr;Éducation nationale;;1938;2025-09-17;48.845190990860424, 2.2565778962761875
0920146J;19920146800014;025;Versailles;92;LG;lycée d'enseignement général;MARIE-CURIE;Lycée d'enseignement général Marie Curie;public;;1 rue CONSTANT PILATE;92331;92071;Sceaux;0141878181;0141878202;http://www.lyc-mariecurie-sceaux.ac-versailles.fr/;ce.0920146J@ac-versailles.fr;Éducation nationale;;1936;2026-01-28;48.77758742149511, 2.2881158662393637
0750673Z;19750673600010;001;Paris;75;LG;lycée d'enseignement général;COLBERT;Lycée général Colbert;public;;27 rue DE CHATEAU LANDON;75010;75110;Paris 10e Arrondissement;0144898820;0140374548;https://www.ac-paris.fr/serail/jcms/s6_208046/accueil;ce.0750673Z@ac-paris.fr;Éducation nationale;;1868;2026-01-22;48.88270546564568, 2.3634152185070483
0753946G;57219568300022;001;Paris;75;LG PR;lycée d'enseignement général;NOTRE-DAME-DES-OISEAUX;Etablissement privé Notre-Dame des Oiseaux (Ecole secondaire privée);privé;lycée privé sous contrat Éducation nationale;12 rue Michel Ange;75016;75116;Paris 16e Arrondissement;0142880252;0142880192;http://www.ndo.fr/;ce.0753946G@ac-paris.fr;Éducation nationale;;;2026-03-12;48.84666905898383, 2.262893298728929
0930974D;78564671200030;024;Créteil;93;LG PR;lycée d'enseignement général;BLANCHE-DE-CASTILLE;Lycée général privé Blanche de Castille;privé;lycée privé sous contrat Éducation nationale;1 place Charles de Gaulle;93250;93077;Villemomble;0148540645;;www.blanchedecastille.org;ce.0930974d@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.8863488957798, 2.5125265867607713
0930962R;78550084400010;024;Créteil;93;LG PR;lycée d'enseignement général;CHARLES-PEGUY;Lycée général privé Charles Péguy;privé;lycée privé sous contrat Éducation nationale;216 avenue Henri Barbusse;93000;93008;Bobigny;0148303182;;;ce.0930962R@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.91160188489009, 2.434486301930248
0781581V;78512432200013;025;Versailles;78;LP PR;lycée professionnel;SAINT-THOMAS-DE-VILLENEUVE (PRO);Lycée professionnel privé Saint Thomas;privé;lycée privé sous contrat Éducation nationale;15 rue des Louvriers;78100;78551;Saint-Germain-en-Laye;0139103400;0139103406;;ce.0781581V@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.89814830396938, 2.0918590195569897
0930960N;77568810400113;024;Créteil;93;LP PR;lycée professionnel;ORT (Daniel Meyer) (Professionnel);Lycée professionnel privé ORT;privé;lycée privé sous contrat Éducation nationale;39/45 rue Raspail;93107;93048;Montreuil;0149884660;;;ce.0930960N@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.85283000352504, 2.4250052027638027
0780004F;19780004800013;025;Versailles;78;LEGTPA;lycée d'enseignement général, technologique et professionnel agricole;AGRO-CAMPUS-SAINT-GERMAIN-EN-LAYE-CHAMBOURCY;Lycée d'enseignement général, technologique et professionnel agricole de Saint-Germain-en-Laye;public;;ROUTE FORESTIERE DES PRINCESSES;78100;78551;Saint-Germain-en-Laye;0130871800;0130871801;https://www.eplefpah-78.fr/;legta.st-germain-en-laye@educagri.fr;Agriculture;Oui;;2026-03-27;48.89979919322899, 2.052807112679708
0750330B;77568198400024;001;Paris;75;LT PR;lycée d'enseignement technologique;ÉCOLE-TECHNIQUE-SUPÉRIEURE-LABORATOIRE;Lycée technologique privé Ecole Technique Supérieure du Laboratoire;privé;lycée privé sous contrat Éducation nationale;95 rue du Dessous des Berges;75013;75113;Paris 13e Arrondissement;0145837634;0145835885;http://www.etsl.fr/;ce.0750330B@ac-paris.fr;Éducation nationale;;;2026-03-12;48.828158886485866, 2.37311257740829
0932618R;78475424400035;024;Créteil;93;LT PR;lycée d'enseignement technologique;ROBERT-SCHUMAN;Lycée technologique privé Robert Schuman;privé;lycée privé sous contrat Éducation nationale;7 avenue du Général de Gaulle;93440;93030;Dugny;0148377426;;;ce.0932618r@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.9489464222051, 2.41462548035602
0940319L;19940319700015;024;Créteil;94;LEA;lycée d’enseignement adapté;FRANÇOIS-CAVANNA-EREA;Lycée d'enseignement adapté François Cavanna;public;;3 avenue de Joinville;94130;94052;Nogent-sur-Marne;0148734121;;https://ereacavanna-nogent.fr/;ce.0940319L@ac-creteil.fr;Éducation nationale;;1962;2026-03-12;48.83498386464911, 2.4735928520869215
0920798T;19920798600019;025;Versailles;92;LGT;lycée d'enseignement général et technologique;RABELAIS;Lycée général et technologique Rabelais;public;;6 RUE GEORGES LANGROGNET;92190;92048;Meudon;0145344854;0145342789;http://www.lyc-rabelais-meudon.ac-versailles.fr/;ce.0920798T@ac-versailles.fr;Éducation nationale;;1966;2026-01-24;48.80196022938469, 2.2402853529034514
0930834B;19930834700012;024;Créteil;93;LGT;lycée d'enseignement général et technologique;VOILLAUME;Lycée général et technologique Voillaume;public;;136 rue DE MITRY;93604;93005;Aulnay-sous-Bois;0148193193;0148694573;https://www.lyceevoillaume.fr;ce.0930834B@ac-creteil.fr;Éducation nationale;Oui;1962;2026-03-04;48.94454426421222, 2.5082514034395587
0750663N;19750663700010;001;Paris;75;LGT;lycée d'enseignement général et technologique;CHAPTAL;Lycée général et technologique Chaptal;public;;45 boulevard DES BATIGNOLLES;75008;75108;Paris 8e Arrondissement;0145227695;0145228512;http://www.lycee-chaptal-paris.fr/accueil.html;ce.0750663N@ac-paris.fr;Éducation nationale;Oui;1876;2026-01-19;48.881738320109136, 2.3196885071009623
0932034F;19932034200017;024;Créteil;93;LGT;lycée d'enseignement général et technologique;WOLFGANG-AMADEUS-MOZART;Lycée général et technologique Wolfgang Amadeus Mozart;public;;10 avenue Charles de Gaulle;93150;93007;Le Blanc-Mesnil;0149390775;0148659922;https://lyceemozart.fr/;ce.0932034F@ac-creteil.fr;Éducation nationale;;1989;2026-03-26;48.94385962587952, 2.4679598905818585
0772243V;19772243200014;024;Créteil;77;LGT;lycée d'enseignement général et technologique;CAMILLE-CLAUDEL;Lycée général et technologique Camille Claudel;public;;Place d'Anyama;77340;77373;Pontault-Combault;0164406023;0164406096;https://www.lcc77.fr;ce.0772243V@ac-creteil.fr;Éducation nationale;;1990;2026-03-12;48.7874049161568, 2.599490220817385
0950646L;19950646000013;025;Versailles;95;LGT;lycée d'enseignement général et technologique;RENÉ-CASSIN;Lycée général et technologique René Cassin;public;;7 avenue François Mitterrand;95500;95277;Gonesse;0134451515;0139851206;http://www.lyc-cassin-gonesse.ac-versailles.fr/;ce.0950646L@ac-versailles.fr;Éducation nationale;;1994;2026-02-26;48.98474890088596, 2.4300341996054278
0781952Y;19781952700015;025;Versailles;78;LGT;lycée d'enseignement général et technologique;SONIA-DELAUNAY;Lycée général et technologique Sonia Delaunay;public;;Avenue de Saint-Germain;78450;78674;Villepreux;0130809330;0130561297;http://www.lyc-delaunay-villepreux.ac-versailles.fr/;ce.0781952Y@ac-versailles.fr;Éducation nationale;;1993;2026-03-12;48.830017599232285, 1.9918917680374886
